Name,City,Country,Address,Category,Type/Subcategory,Current level,Suggested PlantsPack level,Confidence,Verification level,Is verified,Action,Priority,Reason,Website,Source to scrape,Google Maps search,HappyCow/source search,Phone,Opening hours,Raw opening hours,Hours note,Image scrape source,Main image,Images count,Cuisine types,Description,Latitude,Longitude,Slug,Place ID,Data quality flags,Updated at
A Padoca,Porto,Portugal,"R. do Rosário 13, 4050-522 Porto",eat,bakery,100% vegan,100% vegan,High,3,False,Keep / monitor,P3,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://apadoca.pt/en/,https://apadoca.pt/en/,https://www.google.com/maps/search/A%20Padoca%20R.%20do%20Ros%C3%A1rio%2013%2C%204050-522%20Porto%20Porto%20Portugal,https://www.google.com/search?q=A%20Padoca%20Porto%20Portugal%20HappyCow,+351912735633,Monday: 09:00–17:30; Tuesday: 09:00–17:30; Wednesday: 09:00–17:30; Thursday: 09:00–17:30; Friday: 09:00–17:30; Saturday: 09:00–17:30; Sunday: Closed,Monday: 09:00–17:30; Tuesday: 09:00–17:30; Wednesday: 09:00–17:30; Thursday: 09:00–17:30; Friday: 09:00–17:30; Saturday: 09:00–17:30; Sunday: Closed,Already normalized/long English format,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/post-images/d27f7c5e-2053-4c0c-8fd1-27ee3269ad1c/1778169668319-plksm11gj.webp,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/post-images/d27f7c5e-2053-4c0c-8fd1-27ee3269ad1c/1778169668319-plksm11gj.webp,1,,"This delightful vegan shop in Porto offers a diverse selection of plant-based products, from fresh produce to artisanal snacks, all thoughtfully curated to promote a sustainable lifestyle. With its warm atmosphere and unique offerings, it's a beloved haven for vegans seeking quality, creativity, and community connection.",41.1505551,-8.6210633,a-padoca,0d1cd938-c518-4a64-a43c-c4a121accc68,,2026-05-11T09:38:16.79204+00:00
Al Forno da Baixa,Porto,Portugal,"160 Rua do Almada, Porto, 4000-196, Portugal",eat,restaurant,Vegan options,Vegan options,Medium,1,False,Keep / monitor,P3,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://www.facebook.com/francesinhasalfornodabaixa,https://www.facebook.com/francesinhasalfornodabaixa,https://www.google.com/maps/search/Al%20Forno%20da%20Baixa%20160%20Rua%20do%20Almada%2C%20Porto%2C%204000-196%2C%20Portugal%20Porto%20Portugal,https://www.google.com/search?q=Al%20Forno%20da%20Baixa%20Porto%20Portugal%20HappyCow,+351 912 551 855,Monday: raw12:00–23:00; Tuesday: raw12:00–23:00; Wednesday: raw12:00–23:00; Thursday: raw12:00–23:00; Friday: raw12:00–23:00; Saturday: raw12:00–23:00; Sunday: raw12:00–23:00,raw 12:00-23:00,Assumed daily because raw hours have no weekdays,https://scontent-mxp1-1.xx.fbcdn.net/v/t39.30808-1/328438028_910148936693684_8876737831017717514_n.jpg?stp=dst-jpg_tt6&amp;cstp=mx2048x1939&amp;ctp=s720x720&amp;_nc_cat=107&amp;ccb=1-7&amp;_nc_sid=3ab345&amp;_nc_ohc=1diyvf9J2jMQ7kNvwGVg73I&amp;_nc_oc=AdpqlSNAO_VLrSQNL8hb6JQus_m3aF81vD26fGPb8gJ2qIZjAG00JydTP71rgkqhv94&amp;_nc_zt=24&amp;_nc_ht=scontent-mxp1-1.xx&amp;_nc_gid=n3OKYtaPxKn6PdvIzaQs3A&amp;_nc_ss=7a30f&amp;oh=00_AfzaGgsn2O6fTkMiC8qMbhhiJVg006rMvOfKxrYqttwcVQ&amp;oe=69C82A8F,https://scontent-mxp1-1.xx.fbcdn.net/v/t39.30808-1/328438028_910148936693684_8876737831017717514_n.jpg?stp=dst-jpg_tt6&amp;cstp=mx2048x1939&amp;ctp=s720x720&amp;_nc_cat=107&amp;ccb=1-7&amp;_nc_sid=3ab345&amp;_nc_ohc=1diyvf9J2jMQ7kNvwGVg73I&amp;_nc_oc=AdpqlSNAO_VLrSQNL8hb6JQus_m3aF81vD26fGPb8gJ2qIZjAG00JydTP71rgkqhv94&amp;_nc_zt=24&amp;_nc_ht=scontent-mxp1-1.xx&amp;_nc_gid=n3OKYtaPxKn6PdvIzaQs3A&amp;_nc_ss=7a30f&amp;oh=00_AfzaGgsn2O6fTkMiC8qMbhhiJVg006rMvOfKxrYqttwcVQ&amp;oe=69C82A8F,1,regional,"Vegan-friendly restaurant in Porto, Portugal.",41.1476472,-8.6120864,al-forno-da-baixa-porto,c6353f04-f5e2-4783-be76-7c8d03819c3f,low verification; generic/AI-like description,2026-05-11T09:38:58.179323+00:00
Apuro,Porto,Portugal,236 Rua do Breiner,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.apurobar.pt/,https://www.apurobar.pt/,https://www.google.com/maps/search/Apuro%20236%20Rua%20do%20Breiner%20Porto%20Portugal,https://www.google.com/search?q=Apuro%20Porto%20Portugal%20HappyCow,+351 224 024 756,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: Closed; Thursday: 12:00–23:00; Friday: 12:00–24:00; Saturday: 13:00–24:00; Sunday: Closed,"Mo-Tu,Th 12:00-23:00; We,Su off; Fr 12:00-24:00; Sa 13:00-24:00",Parsed from raw hours,https://img.plasmic.app/img-optimizer/v1/img?src=https%3A%2F%2Fimg.plasmic.app%2Fimg-optimizer%2Fv1%2Fimg%2Fbbda6443ff471d714bf35f91c4587f94.png&amp;q=75,https://img.plasmic.app/img-optimizer/v1/img?src=https%3A%2F%2Fimg.plasmic.app%2Fimg-optimizer%2Fv1%2Fimg%2Fbbda6443ff471d714bf35f91c4587f94.png&amp;q=75,1,,casual vegan food,41.1509502,-8.6203816,apuro-porto,a71966e3-5cc6-486e-b91b-0142e4e07087,low verification,2026-05-11T08:35:32.871828+00:00
BAO'S,Porto,Portugal,263 Rua de Cedofeita,eat,restaurant,Vegan options,Vegan options,Low,1,False,Find website/source / Add image,P1,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,,https://www.google.com/search?q=BAO%27S%20Porto%20Portugal%20HappyCow,https://www.google.com/maps/search/BAO%27S%20263%20Rua%20de%20Cedofeita%20Porto%20Portugal,https://www.google.com/search?q=BAO%27S%20Porto%20Portugal%20HappyCow,+351 222 437 951,Monday: 12:00–23:00; Tuesday: 12:00–23:00; Wednesday: 12:00–23:00; Thursday: 12:00–23:00; Friday: 12:00–24:00; Saturday: 12:00–24:00; Sunday: 12:00–23:00,Fr-Sa 12:00-24:00; Su-Th 12:00-23:00,Parsed from raw hours,https://www.google.com/maps/search/BAO%27S%20263%20Rua%20de%20Cedofeita%20Porto%20Portugal,,0,,"Vegan-friendly restaurant in Porto, Portugal.",41.1515974,-8.6177684,bao-s-porto,a6225dbc-052b-45ea-bdff-ca037c98109a,missing website; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Café do Cais,Porto,Portugal,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Caf%C3%A9%20do%20Cais%20Porto%20Portugal%20HappyCow,https://www.google.com/maps/search/Caf%C3%A9%20do%20Cais%20Porto%20Portugal,https://www.google.com/search?q=Caf%C3%A9%20do%20Cais%20Porto%20Portugal%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Caf%C3%A9%20do%20Cais%20Porto%20Portugal,,0,,"This charming café offers a vibrant selection of plant-based dishes, showcasing local ingredients and innovative recipes that highlight the flavors of Portugal. With its cozy atmosphere, friendly staff, and standout offerings like artisanal pastries and hearty brunch options, it's a beloved spot for vegans and food lovers alike.",41.1402303,-8.6139065,cafe-do-cais,807a429f-ce70-45f6-813f-4a01b46c17ba,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Café Passaporte,Porto,Portugal,"Rua de Pinto Bessa 483, 4300-433 Porto",eat,cafe,Vegan options,Vegan options,Low,2,False,Add hours,P2,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://www.cafepassaporte.com/,https://www.cafepassaporte.com/,https://www.google.com/maps/search/Caf%C3%A9%20Passaporte%20Rua%20de%20Pinto%20Bessa%20483%2C%204300-433%20Porto%20Porto%20Portugal,https://www.google.com/search?q=Caf%C3%A9%20Passaporte%20Porto%20Portugal%20HappyCow,,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f870bbd0-22a8-45b9-895c-99e7ece5e32f.webp?v=mp2l1rx1,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f870bbd0-22a8-45b9-895c-99e7ece5e32f.webp?v=mp2l1rx1,2,,Specialty coffee and casual cafe. Some vegan options including oat milk drinks and a chickpea bagel. Mixed menu otherwise.,41.1501554,-8.5915807,cafe-passaporte-porto,f870bbd0-22a8-45b9-895c-99e7ece5e32f,missing phone; missing hours,2026-05-12T12:04:17.266633+00:00
Capuchinho Verde,Porto,Portugal,"Praceta Francisco Borges 31, Porto",eat,bakery,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://capuchinhoverde.com/,https://capuchinhoverde.com/,https://www.google.com/maps/search/Capuchinho%20Verde%20Praceta%20Francisco%20Borges%2031%2C%20Porto%20Porto%20Portugal,https://www.google.com/search?q=Capuchinho%20Verde%20Porto%20Portugal%20HappyCow,+351 912 423 483,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/1fdaebb1-8634-4a30-933a-307d5aa38f8e.webp?v=mp1umeck,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/1fdaebb1-8634-4a30-933a-307d5aa38f8e.webp?v=mp1umeck,2,,100% vegan artisanal bakery and patisserie. Traditional Portuguese pastries — including the famous bolas de Berlim — made without animal-origin ingredients. Online ordering and pickup; no public walk-in shop.,41.1733879,-8.588477,capuchinho-verde-porto,1fdaebb1-8634-4a30-933a-307d5aa38f8e,missing hours,2026-05-11T23:44:29.76322+00:00
Casa da Horta,Porto,Portugal,12A Rua de São Francisco,eat,restaurant,Vegan friendly,Vegan friendly,Medium,1,False,Keep / monitor,P3,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://casadahorta.weebly.com/,https://casadahorta.weebly.com/,https://www.google.com/maps/search/Casa%20da%20Horta%2012A%20Rua%20de%20S%C3%A3o%20Francisco%20Porto%20Portugal,https://www.google.com/search?q=Casa%20da%20Horta%20Porto%20Portugal%20HappyCow,+351 222 024123,Monday: Closed; Tuesday: 12:00–24:00; Wednesday: 12:00–24:00; Thursday: 12:00–24:00; Friday: 12:00–24:00; Saturday: 12:00–24:00; Sunday: Closed,Tu-Sa 12:00-24:00,Unspecified weekdays set to Closed,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/16885c60-41c9-4cca-adb2-ba1548bd1af5.webp?v=mp1tqhvu,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/16885c60-41c9-4cca-adb2-ba1548bd1af5.webp?v=mp1tqhvu,2,,"Vegan-friendly restaurant in Porto, Portugal.",41.1409211,-8.6165485,casa-da-horta-porto,16885c60-41c9-4cca-adb2-ba1548bd1af5,low verification; generic/AI-like description,2026-05-11T23:19:41.344763+00:00
Casanova,Porto,Portugal,691 Rua da Constituição,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.happycow.net/reviews/casanova-porto-,https://www.happycow.net/reviews/casanova-porto-,https://www.google.com/maps/search/Casanova%20691%20Rua%20da%20Constitui%C3%A7%C3%A3o%20Porto%20Portugal,https://www.google.com/search?q=Casanova%20Porto%20Portugal%20HappyCow,,"Monday: 12:00–15:00, 19:00–22:30; Tuesday: 12:00–15:00, 19:00–22:30; Wednesday: 12:00–15:00, 19:00–22:30; Thursday: 12:00–15:00, 19:00–22:30; Friday: 12:00–15:00, 19:00–22:30; Saturday: 12:00–15:00, 19:00–22:30; Sunday: Closed","Mo-Sa 12:00-15:00,19:00-22:30",Unspecified weekdays set to Closed,https://www.happycow.net/reviews/casanova-porto-,,0,francesinha,"This charming café reimagines the traditional Francesinha, offering a delicious vegan twist on the beloved Portuguese classic that delights both locals and visitors alike. With a cozy atmosphere, vibrant décor, and a menu full of innovative plant-based options, it's a haven for vegans seeking comfort food with a unique flair.",41.1620087,-8.60645,casanova,bef86f2e-58e3-47ec-90d5-2ad09a165e28,missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Club Life,Porto,Portugal,,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Fix address / Add hours / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Club%20Life%20Porto%20Portugal%20HappyCow,https://www.google.com/maps/search/Club%20Life%20Porto%20Portugal,https://www.google.com/search?q=Club%20Life%20Porto%20Portugal%20HappyCow,,,,Missing hours,https://www.google.com/maps/search/Club%20Life%20Porto%20Portugal,,0,,"This vibrant café focuses on creative, plant-based dishes that celebrate the rich flavors of local Portuguese ingredients. With a cozy atmosphere, colorful decor, and standout offerings like innovative vegan pastéis de nata, it's a beloved spot for vegans and food lovers alike.",41.1439225,-8.612788,club-life,372701fc-87cd-43b1-9625-45c24b3b2daa,missing website; missing phone; missing hours; missing address; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Cookie Club,Porto,Portugal,267 Rua de Cedofeita,eat,,Vegan friendly,Vegan friendly,Medium,1,False,Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://cookieclubporto.squarespace.com,https://cookieclubporto.squarespace.com,https://www.google.com/maps/search/Cookie%20Club%20267%20Rua%20de%20Cedofeita%20Porto%20Portugal,https://www.google.com/search?q=Cookie%20Club%20Porto%20Portugal%20HappyCow,,Monday: 10:00–19:00; Tuesday: 10:00–19:00; Wednesday: 10:00–19:00; Thursday: 10:00–19:00; Friday: 10:00–20:00; Saturday: 10:00–20:00; Sunday: 10:00–19:00,Su-Th 10:00-19:00; Fr-Sa 10:00-20:00,Parsed from raw hours,https://cookieclubporto.squarespace.com,,0,,"This vibrant café specializes in plant-based delights, offering an impressive array of vegan cookies, pastries, and savory dishes that cater to diverse tastes. With its cozy atmosphere, friendly staff, and commitment to sustainable ingredients, it's a beloved haven for vegans and dessert lovers alike in the heart of Porto.",41.1516486,-8.6177858,cookie-club,c3ce2b57-3460-4ff3-9719-b560ff986960,missing phone; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Coupage 51,Porto,Portugal,51 Traversa de Cedofeita,eat,,Vegan friendly,Vegan friendly,Low,1,False,Find website/source / Add image,P1,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,,https://www.google.com/search?q=Coupage%2051%20Porto%20Portugal%20HappyCow,https://www.google.com/maps/search/Coupage%2051%2051%20Traversa%20de%20Cedofeita%20Porto%20Portugal,https://www.google.com/search?q=Coupage%2051%20Porto%20Portugal%20HappyCow,+351222081136,Monday: Closed; Tuesday: 18:00–00:00; Wednesday: 18:00–00:00; Thursday: 18:00–00:00; Friday: 18:00–00:00; Saturday: 18:00–00:00; Sunday: 18:00–00:00,Tu-Su 18:00-00:00,Unspecified weekdays set to Closed,https://www.google.com/maps/search/Coupage%2051%2051%20Traversa%20de%20Cedofeita%20Porto%20Portugal,,0,spanish,"This charming café specializes in Spanish-inspired vegan cuisine, offering a delightful array of plant-based tapas and creative dishes that highlight fresh, local ingredients. With a cozy atmosphere and a commitment to sustainability, Coupage 51 has become a beloved spot for vegans seeking flavorful and innovative meals in Porto.",41.1498792,-8.6154955,coupage-51,a3ef3f2d-fb1b-41c7-b43b-d313a9fa3289,missing website; missing image; low verification; generic/AI-like description,2026-05-11T08:35:32.871828+00:00
Cult of Pita,Porto,Portugal,652 Rua de Fernandes Tomás,eat,restaurant,Vegan options,Vegan options,Medium,1,False,Keep / monitor,P3,Mixed/mainstream venue or meat/cheese/fish-heavy context with vegan items; not vegan-focused.,https://www.cultofpita.com/,https://www.cultofpita.com/,https://www.google.com/maps/search/Cult%20of%20Pita%20652%20Rua%20de%20Fernandes%20Tom%C3%A1s%20Porto%20Portugal,https://www.google.com/search?q=Cult%20of%20Pita%20Porto%20Portugal%20HappyCow,+351 22 208 6438,Monday: 11:00–23:00; Tuesday: 11:00–23:00; Wednesday: 11:00–23:00; Thursday: 11:00–23:00; Friday: 11:00–23:00; Saturday: 11:00–23:00; Sunday: 11:00–23:00,Mo-Su 11:00-23:00,Parsed from raw hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/3a51aa76-0dc8-4806-a317-0588da87175d.webp?v=mp1x8vpk,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/3a51aa76-0dc8-4806-a317-0588da87175d.webp?v=mp1x8vpk,2,middle_eastern,"Vegan-friendly middle_eastern restaurant in Porto, Portugal.",41.1499677,-8.6062058,cult-of-pita-porto,3a51aa76-0dc8-4806-a317-0588da87175d,low verification,2026-05-12T00:57:57.918941+00:00
Cultura dos Sabores,Porto,Portugal,R. de Ceuta 80,eat,,Vegan friendly,Vegan friendly,Low,1,False,Add hours / Add image,P2,Vegan-relevant mixed place; likely comfortable for vegans but not fully/mostly vegan.,https://www.happycow.net/reviews/cultura-dos-sabores-porto-,https://www.happycow.net/reviews/cultura-dos-sabores-porto-,https://www.google.com/maps/search/Cultura%20dos%20Sabores%20R.%20de%20Ceuta%2080%20Porto%20Portugal,https://www.google.com/search?q=Cultura%20dos%20Sabores%20Porto%20Portugal%20HappyCow,+351222010556,,,Missing hours,https://www.happycow.net/reviews/cultura-dos-sabores-porto-,,0,,Mostly vegan buffet,41.1484,-8.61422,cultura-dos-sabores-porto,46689dd6-cdf0-4208-b6b9-71980995eff9,missing hours; missing image; low verification,2026-05-11T08:35:32.871828+00:00
daTerra,Porto,Portugal,"249 Rua de Mouzinho da Silveira, Porto, Portugal",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.daterra.pt,https://www.daterra.pt,https://www.google.com/maps/search/daTerra%20249%20Rua%20de%20Mouzinho%20da%20Silveira%2C%20Porto%2C%20Portugal%20Porto%20Portugal,https://www.google.com/search?q=daTerra%20Porto%20Portugal%20HappyCow,+351 223 199257,Monday: raw12:00–23:00; Tuesday: raw12:00–23:00; Wednesday: raw12:00–23:00; Thursday: raw12:00–23:00; Friday: raw12:00–23:00; Saturday: raw12:00–23:00; Sunday: raw12:00–23:00,raw 12:00-23:00,Assumed daily because raw hours have no weekdays,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f058ab66-b7c4-411f-a6ee-20ddcdda5792.webp?v=mp2k8v44,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/f058ab66-b7c4-411f-a6ee-20ddcdda5792.webp?v=mp2k8v44,2,portuguese,Restaurante Vegetariano,41.1443122,-8.6122856,daterra-porto,f058ab66-b7c4-411f-a6ee-20ddcdda5792,,2026-05-12T11:41:48.347363+00:00
daTerra - Campus São João,Porto,Portugal,"Shopping Campus São João, Rua Dr. Plácido da Costa, loja 214-A, 4200-450 Porto",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.daterra.pt/,https://www.daterra.pt/,https://www.google.com/maps/search/daTerra%20-%20Campus%20S%C3%A3o%20Jo%C3%A3o%20Shopping%20Campus%20S%C3%A3o%20Jo%C3%A3o%2C%20Rua%20Dr.%20Pl%C3%A1cido%20da%20Costa%2C%20loja%20214-A%2C%204200-450%20Porto%20Porto%20Portugal,https://www.google.com/search?q=daTerra%20-%20Campus%20S%C3%A3o%20Jo%C3%A3o%20Porto%20Portugal%20HappyCow,+351 220 133 377,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/85219302-d3f1-4333-904f-bb8ac7390b9b.webp?v=mp24iz12,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/85219302-d3f1-4333-904f-bb8ac7390b9b.webp?v=mp24iz12,3,,"100% vegan restaurant inside Shopping Campus São João, near the hospital. Part of the daTerra plant-based chain. Has shifted from buffet to menu-based service per recent reports.",41.182,-8.6021,daterra-campus-sao-joao-porto,85219302-d3f1-4333-904f-bb8ac7390b9b,missing hours,2026-05-12T04:21:46.090841+00:00
daTerra - Foz do Douro,Porto,Portugal,"Rua das Sobreiras 514, 4150-713 Porto",eat,restaurant,100% vegan,100% vegan,Medium,2,False,Add hours / Verify 100% vegan,P0,Marked/indicated as fully vegan; verify against official source if not already verification level 3.,https://www.daterra.pt/,https://www.daterra.pt/,https://www.google.com/maps/search/daTerra%20-%20Foz%20do%20Douro%20Rua%20das%20Sobreiras%20514%2C%204150-713%20Porto%20Porto%20Portugal,https://www.google.com/search?q=daTerra%20-%20Foz%20do%20Douro%20Porto%20Portugal%20HappyCow,+351 226 161 257,,,Missing hours,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/99b79ddf-d399-4438-a564-80b704244215.webp?v=mp26kg0l,https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/99b79ddf-d399-4438-a564-80b704244215.webp?v=mp26kg0l,3,,"100% vegan all-you-can-eat buffet in the Foz do Douro neighbourhood. Part of the daTerra plant-based buffet chain. Mon-Sat 12:00-16:00 & 19:00-23:00, Sun 12:00-16:00.",41.1531,-8.6717,daterra-foz-do-douro-porto,99b79ddf-d399-4438-a564-80b704244215,missing hours,2026-05-12T05:18:53.993612+00:00
